
#
# Results on Tuesday November 05 2019 22:42:12 UTC.
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36
# Design number was non-random = 1
#
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,0,0,agreement,NULL,,yes
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,0,0,agreement,NULL,_REACTION_TIME_,2446
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,1,0,instructions1,NULL,,yes
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,1,0,instructions1,NULL,_REACTION_TIME_,6317
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Question (NULL if none).
# 9. Answer.
# 10. Whether or not answer was correct (NULL if N/A).
# 11. Time taken to answer.
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,5,0,practice-some,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'> 20% of the glerbs are fizda.</font></i></div></center><h2>Some of the glerbs are fizda.</h2></body>,True,NULL,2708
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,137,0,Test-Some-Neg-53-coppar-hunene,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>53% of the coppars are hunene.</font></i></div></center><h2>It is not the case that some of the coppars are hunene.</h2></body>,False,NULL,655
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,77,0,Test-Some-49-shurrie-preser,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>49% of the shurries are preser.</font></i></div></center><h2>Some of the shurries are preser.</h2></body>,False,NULL,1021
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,148,0,Test-All-Neg-92-chevel-podden,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>92% of the chevels are podden.</font></i></div></center><h2>It is not the case that all of the chevels are podden.</h2></body>,False,NULL,892
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,105,0,Test-Some-Neg-18-chadop-shaple,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>18% of the chadops are shaple.</font></i></div></center><h2>It is not the case that some of the chadops are shaple.</h2></body>,False,NULL,995
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,9,0,Test-More-than-half-12-puggle-entand,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>12% of the puggles are entand.</font></i></div></center><h2>It is not the case that more than half of the puggles are entand.</h2></body>,False,NULL,960
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,107,0,Test-Some-Neg-24-werner-hurmer,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>24% of the werners are hurmer.</font></i></div></center><h2>It is not the case that some of the werners are hurmer.</h2></body>,False,NULL,1103
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,75,0,Test-Some-44-fleeve-scalfs,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>44% of the fleeves are scalfs.</font></i></div></center><h2>Some of the fleeves are scalfs.</h2></body>,True,NULL,691
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,76,0,Test-All-30-fleeve-scalfs,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>30% of the fleeves are scalfs.</font></i></div></center><h2>All of the fleeves are scalfs.</h2></body>,True,NULL,981
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,85,0,Test-Some-68-birler-enciad,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>68% of the birlers are enciad.</font></i></div></center><h2>Some of the birlers are enciad.</h2></body>,True,NULL,837
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,139,0,Test-Some-Neg-93-pirter-secent,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>93% of the pirters are secent.</font></i></div></center><h2>It is not the case that some of the pirters are secent.</h2></body>,True,NULL,892
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,144,0,Test-All-Neg-84-devole-sholly,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>84% of the devoles are sholly.</font></i></div></center><h2>It is not the case that all of the devoles are sholly.</h2></body>,True,NULL,736
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,13,0,Test-More-than-half-20-mecket-plumry,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>20% of the meckets are plumry.</font></i></div></center><h2>It is not the case that more than half of the meckets are plumry.</h2></body>,True,NULL,806
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,10,0,Test-More-than-half-6-chadop-shaple,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>6% of the chadops are shaple.</font></i></div></center><h2>It is not the case that more than half of the chadops are shaple.</h2></body>,False,NULL,826
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,94,0,Test-All-79-pobbit-spippy,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>79% of the pobbits are spippy.</font></i></div></center><h2>All of the pobbits are spippy.</h2></body>,False,NULL,702
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,22,0,Test-More-than-half-37-middor-drooty,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>37% of the middors are drooty.</font></i></div></center><h2>It is not the case that more than half of the middors are drooty.</h2></body>,False,NULL,782
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,68,0,Test-All-25-cosut-spover,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>25% of the cosuts are spover.</font></i></div></center><h2>All of the cosuts are spover.</h2></body>,False,NULL,823
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,72,0,Test-All-40-ancit-smeath,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>40% of the ancits are smeath.</font></i></div></center><h2>All of the ancits are smeath.</h2></body>,True,NULL,782
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,7,0,Test-More-than-half-3-kustle-reshix,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>3% of the kustles are reshix.</font></i></div></center><h2>It is not the case that more than half of the kustles are reshix.</h2></body>,True,NULL,1055
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,8,0,Test-More-than-half-13-beckel-racual,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>13% of the beckels are racual.</font></i></div></center><h2>It is not the case that more than half of the beckels are racual.</h2></body>,True,NULL,851
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,121,0,Test-Some-Neg-31-zetten-unfobs,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>31% of the zettens are unfobs.</font></i></div></center><h2>It is not the case that some of the zettens are unfobs.</h2></body>,False,NULL,552
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,46,0,Test-More-than-half-81-padnet-fanely,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>81% of the padnets are fanely.</font></i></div></center><h2>It is not the case that more than half of the padnets are fanely.</h2></body>,False,NULL,767
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,140,0,Test-All-Neg-83-pirter-secent,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>83% of the pirters are secent.</font></i></div></center><h2>It is not the case that all of the pirters are secent.</h2></body>,False,NULL,841
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,132,0,Test-All-Neg-55-tecker-biller,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>55% of the teckers are biller.</font></i></div></center><h2>It is not the case that all of the teckers are biller.</h2></body>,True,NULL,696
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,108,0,Test-All-Neg-24-werner-hurmer,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>24% of the werners are hurmer.</font></i></div></center><h2>It is not the case that all of the werners are hurmer.</h2></body>,True,NULL,580
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,101,0,Test-Some-80-awplor-fasees,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>80% of the awplors are fasees.</font></i></div></center><h2>Some of the awplors are fasees.</h2></body>,True,NULL,679
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,149,0,Test-Some-Neg-87-ingell-nalill,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>87% of the ingells are nalill.</font></i></div></center><h2>It is not the case that some of the ingells are nalill.</h2></body>,False,NULL,628
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,30,0,Test-More-than-half-38-monter-melelt,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>38% of the monters are melelt.</font></i></div></center><h2>It is not the case that more than half of the monters are melelt.</h2></body>,False,NULL,750
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,24,0,Test-More-than-half-30-pengyl-sedest,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>30% of the pengyls are sedest.</font></i></div></center><h2>It is not the case that more than half of the pengyls are sedest.</h2></body>,False,NULL,754
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,110,0,Test-All-Neg-0-gukbar-soarse,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>0% of the gukbars are soarse.</font></i></div></center><h2>It is not the case that all of the gukbars are soarse.</h2></body>,False,NULL,814
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,52,0,Test-More-than-half-85-chevel-podden,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>85% of the chevels are podden.</font></i></div></center><h2>It is not the case that more than half of the chevels are podden.</h2></body>,False,NULL,869
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,49,0,Test-More-than-half-88-jallem-sildal,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>88% of the jallems are sildal.</font></i></div></center><h2>It is not the case that more than half of the jallems are sildal.</h2></body>,False,NULL,713
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,81,0,Test-Some-59-umpond-marire,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>59% of the umponds are marire.</font></i></div></center><h2>Some of the umponds are marire.</h2></body>,True,NULL,609
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,79,0,Test-Some-52-strant-potind,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>52% of the strants are potind.</font></i></div></center><h2>Some of the strants are potind.</h2></body>,True,NULL,652
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,33,0,Test-More-than-half-53-umpond-marire,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>53% of the umponds are marire.</font></i></div></center><h2>It is not the case that more than half of the umponds are marire.</h2></body>,True,NULL,650
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,114,0,Test-All-Neg-3-shrile-athoid,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>3% of the shriles are athoid.</font></i></div></center><h2>It is not the case that all of the shriles are athoid.</h2></body>,True,NULL,710
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,31,0,Test-More-than-half-70-strant-potind,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>70% of the strants are potind.</font></i></div></center><h2>It is not the case that more than half of the strants are potind.</h2></body>,True,NULL,938
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,100,0,Test-All-76-puctor-recure,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>76% of the puctors are recure.</font></i></div></center><h2>All of the puctors are recure.</h2></body>,False,NULL,2394
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,134,0,Test-All-Neg-74-raster-movell,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>74% of the rasters are movell.</font></i></div></center><h2>It is not the case that all of the rasters are movell.</h2></body>,False,NULL,682
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,130,0,Test-All-Neg-61-russer-huttle,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>61% of the russers are huttle.</font></i></div></center><h2>It is not the case that all of the russers are huttle.</h2></body>,False,NULL,675
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,28,0,Test-More-than-half-44-tiklet-hullaw,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>44% of the tiklets are hullaw.</font></i></div></center><h2>It is not the case that more than half of the tiklets are hullaw.</h2></body>,False,NULL,725
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,78,0,Test-All-49-shurrie-preser,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>49% of the shurries are preser.</font></i></div></center><h2>All of the shurries are preser.</h2></body>,False,NULL,753
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,106,0,Test-All-Neg-9-chadop-shaple,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>9% of the chadops are shaple.</font></i></div></center><h2>It is not the case that all of the chadops are shaple.</h2></body>,True,NULL,1018
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,87,0,Test-Some-61-menner-nandow,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>61% of the menners are nandow.</font></i></div></center><h2>Some of the menners are nandow.</h2></body>,True,NULL,657
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,63,0,Test-Some-13-clidge-hensly,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>13% of the clidges are hensly.</font></i></div></center><h2>Some of the clidges are hensly.</h2></body>,True,NULL,779
